challenge_id,user_id,specifier,is_complete,current_step_count,completed_blocknumber,amount,created_at,completed_at
c,939429840,37fe8fd0:202511,t,0,94295466,1,2025-03-14 18:53:40+00,2025-03-14 18:53:40
e,1421026,15aee2_20250314,f,1,,7,2025-03-14 18:53:13+00,
e,484350394,1cde99ba_20250314,f,1,,7,2025-03-14 18:52:27+00,
e,274650548,105ed5b4_20250314,f,1,,7,2025-03-14 18:52:01+00,
e,939429840,37fe8fd0_20250314,f,1,,7,2025-03-14 18:51:59+00,
e,665998813,27b255dd_20250314,f,1,,7,2025-03-14 18:50:00+00,
e,660516113,275ead11_20250314,f,1,,7,2025-03-14 18:48:46+00,
e,183994,2ceba_20250314,f,1,,7,2025-03-14 18:48:20+00,
e,394369888,17819b60_20250314,f,1,,7,2025-03-14 18:48:17+00,
e,979121789,3a5c367d_20250314,f,1,,7,2025-03-14 18:48:15+00,
e,952231021,38c1e46d_20250314,f,1,,7,2025-03-14 18:47:49+00,
e,472105299,1c23c153_20250314,f,1,,7,2025-03-14 18:47:36+00,
e,110995531,69da84b_20250314,f,1,,7,2025-03-14 18:46:09+00,
e,372773,5b025_20250314,f,1,,7,2025-03-14 18:45:03+00,
e,205980446,c47031e_20250314,f,1,,7,2025-03-14 18:44:54+00,
e,423628352,19400e40_20250314,t,1,317410061,1,2025-03-14 18:44:19+00,2025-03-14 18:44:19
c,122404384,74bbe20:202511,t,0,94295190,1,2025-03-14 18:44:14+00,2025-03-14 18:44:14
e,122404384,74bbe20_20250314,f,1,,7,2025-03-14 18:43:03+00,
e,460589159,1b740867_20250314,f,1,,7,2025-03-14 18:41:42+00,
e,239333100,e43eeec_20250314,f,1,,7,2025-03-14 18:41:10+00,
e,933925536,37aa92a0_20250314,f,1,,7,2025-03-14 18:39:17+00,
e,9780,2634_20250314,f,1,,7,2025-03-14 18:39:13+00,
e,40274,9d52_20250314,t,1,317409903,1,2025-03-14 18:36:39+00,2025-03-14 18:36:39
e,272334983,103b8087_20250314,f,1,,7,2025-03-14 18:35:28+00,
e,812074196,306744d4_20250314,f,1,,7,2025-03-14 18:34:02+00,
e,722217261,2b0c292d_20250314,f,1,,7,2025-03-14 18:32:25+00,
e,113794099,6c85c33_20250314,f,1,,7,2025-03-14 18:31:52+00,
e,352445,560bd_20250314,f,1,,7,2025-03-14 18:30:09+00,
e,151768599,90bce17_20250314,f,1,,7,2025-03-14 18:28:20+00,
e,955211299,38ef5e23_20250314,f,1,,7,2025-03-14 18:25:26+00,
e,310724942,1285494e_20250314,f,1,,7,2025-03-14 18:25:25+00,
e,261776619,f9a64eb_20250314,f,1,,7,2025-03-14 18:22:18+00,
c,868207511,33bfcb97:202511,t,0,94294548,1,2025-03-14 18:21:58+00,2025-03-14 18:21:58
e,375841,5bc21_20250314,f,1,,7,2025-03-14 18:21:47+00,
e,1432425,15db69_20250314,f,1,,7,2025-03-14 18:16:39+00,
e,102143,18eff_20250314,t,1,317409453,1,2025-03-14 18:14:15+00,2025-03-14 18:14:15
c,83237,14525:202511,t,0,94294309,1,2025-03-14 18:13:54+00,2025-03-14 18:13:54
e,736263629,2be27dcd_20250314,f,1,,7,2025-03-14 18:10:13+00,
c,376272964,166d7844:202511,t,0,94294112,1,2025-03-14 18:07:05+00,2025-03-14 18:07:05
e,42617,a679_20250314,f,1,,7,2025-03-14 18:05:51+00,
e,868207511,33bfcb97_20250314,f,1,,7,2025-03-14 18:05:47+00,
e,353117,5635d_20250314,f,1,,7,2025-03-14 18:02:23+00,
e,128280,1f518_20250314,f,1,,7,2025-03-14 18:01:15+00,
c,259043528,f70b0c8:202511,t,0,94293895,1,2025-03-14 17:59:33+00,2025-03-14 17:59:33
e,973464407,3a05e357_20250314,f,1,,7,2025-03-14 17:58:45+00,
e,754715609,2cfc0bd9_20250314,t,1,317409121,1,2025-03-14 17:58:13+00,2025-03-14 17:58:13
e,336569192,140fa368_20250314,f,1,,7,2025-03-14 17:58:11+00,
e,83237,14525_20250314,t,1,317409113,1,2025-03-14 17:57:36+00,2025-03-14 17:57:36
e,851436,cfdec_20250314,f,1,,7,2025-03-14 17:57:32+00,
e,703506983,29eeaa27_20250314,f,1,,7,2025-03-14 17:57:30+00,
e,259043528,f70b0c8_20250314,f,1,,7,2025-03-14 17:57:20+00,
e,92311561,5809009_20250314,f,1,,7,2025-03-14 17:56:41+00,
e,237516076,e28352c_20250314,f,1,,7,2025-03-14 17:55:40+00,
e,297882782,11c1549e_20250314,f,1,,7,2025-03-14 17:55:38+00,
e,240296629,e52a2b5_20250314,f,1,,7,2025-03-14 17:54:46+00,
c,831707896,3192daf8:202511,t,0,94293723,1,2025-03-14 17:53:53+00,2025-03-14 17:53:53
e,890923901,351a6b7d_20250314,f,1,,7,2025-03-14 17:53:05+00,
e,831707896,3192daf8_20250314,f,1,,7,2025-03-14 17:52:32+00,
c,460002950,1b6b1686:202511,t,0,94293660,1,2025-03-14 17:51:46+00,2025-03-14 17:51:46
e,460002950,1b6b1686_20250314,f,1,,7,2025-03-14 17:49:59+00,
e,53364,d074_20250314,f,1,,7,2025-03-14 17:49:43+00,
e,355297966,152d6aae_20250314,f,1,,7,2025-03-14 17:48:38+00,
e,1713423,1a250f_20250314,f,1,,7,2025-03-14 17:48:17+00,
e,837619706,31ed0ffa_20250314,f,1,,7,2025-03-14 17:47:32+00,
e,658799981,27447d6d_20250314,f,1,,7,2025-03-14 17:45:36+00,
e,96654699,5c2d56b_20250314,f,1,,7,2025-03-14 17:45:20+00,
e,2011849,1eb2c9_20250314,f,1,,7,2025-03-14 17:43:31+00,
e,95239154,5ad3bf2_20250314,t,1,317408782,1,2025-03-14 17:42:14+00,2025-03-14 17:42:14
e,158452557,971cb4d_20250314,f,1,,7,2025-03-14 17:41:15+00,
e,974189190,3a10f286_20250314,f,1,,7,2025-03-14 17:39:33+00,
e,967,3c7_20250314,f,1,,7,2025-03-14 17:38:01+00,
e,591477133,2341398d_20250314,f,1,,7,2025-03-14 17:35:47+00,
e,663076832,2785bfe0_20250314,f,1,,7,2025-03-14 17:34:14+00,
c,436671938,1a0715c2:202511,t,0,94293111,1,2025-03-14 17:32:32+00,2025-03-14 17:32:32
c,222633104,d451c90:202511,t,0,94293102,1,2025-03-14 17:32:10+00,2025-03-14 17:32:10
e,1403117,1568ed_20250314,f,1,,7,2025-03-14 17:31:50+00,
e,436671938,1a0715c2_20250314,f,1,,7,2025-03-14 17:31:44+00,
e,94041,16f59_20250314,f,1,,7,2025-03-14 17:31:16+00,
e,159476420,9816ac4_20250314,f,1,,7,2025-03-14 17:30:35+00,
c,719794009,2ae72f59:202511,t,0,94293014,1,2025-03-14 17:28:55+00,2025-03-14 17:28:55
e,74474,122ea_20250314,f,1,,7,2025-03-14 17:27:16+00,
c,12615893,c080d5:202511,t,0,94292844,1,2025-03-14 17:22:59+00,2025-03-14 17:22:59
e,16326,3fc6_20250314,t,1,317408389,1,2025-03-14 17:22:08+00,2025-03-14 17:22:08
c,267078078,feb49be:202511,t,0,94292816,1,2025-03-14 17:21:59+00,2025-03-14 17:21:59
e,719794009,2ae72f59_20250314,f,1,,7,2025-03-14 17:21:36+00,
e,46228533,2c16435_20250314,f,1,,7,2025-03-14 17:21:03+00,
e,7000279,6ad0d7_20250314,f,1,,7,2025-03-14 17:18:03+00,
e,70985084,43b257c_20250314,f,1,,7,2025-03-14 17:16:43+00,
e,344610,54222_20250314,f,1,,7,2025-03-14 17:15:55+00,
c,27127,69f7:202511,t,0,94292572,1,2025-03-14 17:13:37+00,2025-03-14 17:13:37
e,814249075,30887473_20250314,f,1,,7,2025-03-14 17:13:25+00,
c,318988,4de0c:202511,t,0,94292385,1,2025-03-14 17:07:09+00,2025-03-14 17:07:09
e,736850893,2beb73cd_20250314,f,1,,7,2025-03-14 17:03:43+00,
c,41465,a1f9:202511,t,0,94292276,1,2025-03-14 17:03:33+00,2025-03-14 17:03:33
e,208136150,c67e7d6_20250314,f,1,,7,2025-03-14 16:59:21+00,
e,305992014,123d114e_20250314,f,1,,7,2025-03-14 16:56:02+00,
c,992871312,3b2e0390:202511,t,0,94292031,1,2025-03-14 16:55:10+00,2025-03-14 16:55:10
c,122705572,75056a4:202511,t,0,94291974,1,2025-03-14 16:53:12+00,2025-03-14 16:53:12
e,278623105,109b7381_20250314,f,1,,7,2025-03-14 16:52:48+00,
c,24563236,176ce24:202511,t,0,94291954,1,2025-03-14 16:52:33+00,2025-03-14 16:52:33
e,114940390,6d9d9e6_20250314,f,1,,7,2025-03-14 16:48:37+00,
e,468945061,1bf388a5_20250314,f,1,,7,2025-03-14 16:48:10+00,
e,995461961,3b558b49_20250314,f,1,,7,2025-03-14 16:47:11+00,
e,782288744,2ea0c768_20250314,f,1,,7,2025-03-14 16:45:44+00,
c,250636933,ef06a85:202511,t,0,94291728,1,2025-03-14 16:45:01+00,2025-03-14 16:45:01
c,574208093,2239b85d:202511,t,0,94291724,1,2025-03-14 16:44:53+00,2025-03-14 16:44:53
c,221866224,d3968f0:202511,t,0,94291690,1,2025-03-14 16:43:34+00,2025-03-14 16:43:34
e,11650633,b1c649_20250314,f,1,,7,2025-03-14 16:43:30+00,
e,24563236,176ce24_20250314,f,1,,7,2025-03-14 16:43:13+00,
e,122826,1dfca_20250314,f,1,,7,2025-03-14 16:43:03+00,
e,605433695,24162f5f_20250314,f,1,,7,2025-03-14 16:43:03+00,
c,35859,8c13:202511,t,0,94291657,1,2025-03-14 16:42:31+00,2025-03-14 16:42:31
c,236177,39a91:202511,t,0,94291609,1,2025-03-14 16:40:53+00,2025-03-14 16:40:53
e,221866224,d3968f0_20250314,f,1,,7,2025-03-14 16:40:38+00,
e,574208093,2239b85d_20250314,f,1,,7,2025-03-14 16:39:57+00,
e,376272964,166d7844_20250314,f,1,,7,2025-03-14 16:38:38+00,
e,220942148,d2b4f44_20250314,f,1,,7,2025-03-14 16:34:07+00,
e,30165444,1cc49c4_20250314,f,1,,7,2025-03-14 16:33:55+00,
e,398289600,17bd6ac0_20250314,f,1,,7,2025-03-14 16:31:40+00,
c,803257977,2fe0be79:202511,t,0,94291303,1,2025-03-14 16:29:53+00,2025-03-14 16:29:53
e,803257977,2fe0be79_20250314,f,1,,7,2025-03-14 16:29:29+00,
e,10238,27fe_20250314,t,1,317407236,1,2025-03-14 16:28:07+00,2025-03-14 16:28:07
e,250636933,ef06a85_20250314,f,1,,7,2025-03-14 16:25:56+00,
e,328825,50479_20250314,f,1,,7,2025-03-14 16:25:22+00,
c,121458,1da72:202511,t,0,94291150,1,2025-03-14 16:24:53+00,2025-03-14 16:24:53
e,151927415,90e3a77_20250314,f,1,,7,2025-03-14 16:23:20+00,
e,813645204,307f3d94_20250314,f,1,,7,2025-03-14 16:22:42+00,
e,714399228,2a94ddfc_20250314,f,1,,7,2025-03-14 16:21:07+00,
e,593893980,23661a5c_20250314,f,1,,7,2025-03-14 16:20:25+00,
e,829273382,316db526_20250314,f,1,,7,2025-03-14 16:20:09+00,
e,411165211,1881e21b_20250314,f,1,,7,2025-03-14 16:18:33+00,
e,1852532,1c4474_20250314,f,1,,7,2025-03-14 16:17:28+00,
e,157919,268df_20250314,f,1,,7,2025-03-14 16:16:11+00,
e,141846,22a16_20250314,f,1,,7,2025-03-14 16:16:03+00,
e,125508365,77b1b0d_20250314,f,1,,7,2025-03-14 16:12:00+00,
c,72726704,455b8b0:202511,t,0,94290758,1,2025-03-14 16:11:34+00,2025-03-14 16:11:34
c,124060,1e49c:202511,t,0,94290753,1,2025-03-14 16:11:23+00,2025-03-14 16:11:23
e,818251803,30c5881b_20250314,f,1,,7,2025-03-14 16:10:38+00,
e,72726704,455b8b0_20250314,f,1,,7,2025-03-14 16:09:38+00,
e,43659,aa8b_20250314,f,1,,7,2025-03-14 16:09:01+00,
e,2029574,1ef806_20250314,t,1,317406840,1,2025-03-14 16:08:31+00,2025-03-14 16:08:31
c,124060,124060:202511,t,0,94290634,1,2025-03-14 16:07:28+00,2025-03-14 16:07:28
e,216883765,ced6235_20250314,f,1,,7,2025-03-14 16:06:18+00,
e,238712,3a478_20250314,t,1,317406722,1,2025-03-14 16:02:36+00,2025-03-14 16:02:36
e,211307,3396b_20250314,t,1,317406693,1,2025-03-14 16:01:13+00,2025-03-14 16:01:13
e,751451,b775b_20250314,f,1,,7,2025-03-14 16:00:17+00,
e,296603,4869b_20250314,f,1,,7,2025-03-14 16:00:12+00,
c,3288,3288:202511,t,0,94290425,1,2025-03-14 16:00:09+00,2025-03-14 16:00:09
e,409650562,186ac582_20250314,f,1,,7,2025-03-14 16:00:07+00,
c,409650562,409650562:202511,t,0,94290369,1,2025-03-14 15:58:14+00,2025-03-14 15:58:14
c,922259554,922259554:202511,t,0,94290356,1,2025-03-14 15:57:47+00,2025-03-14 15:57:47
e,922259554,36f89062_20250314,f,1,,7,2025-03-14 15:57:06+00,
e,690720427,292b8eab_20250314,f,1,,7,2025-03-14 15:54:16+00,
e,896901427,3575a133_20250314,f,1,,7,2025-03-14 15:51:27+00,
e,862819937,336d9661_20250314,f,1,,7,2025-03-14 15:51:21+00,
e,572835247,2224c5af_20250314,f,1,,7,2025-03-14 15:50:47+00,
c,751664,751664:202511,t,0,94290137,1,2025-03-14 15:50:18+00,2025-03-14 15:50:18
e,3288,cd8_20250314,f,1,,7,2025-03-14 15:49:51+00,
c,1723559,1723559:202511,t,0,94290098,1,2025-03-14 15:48:59+00,2025-03-14 15:48:59
e,1723559,1a4ca7_20250314,f,1,,7,2025-03-14 15:48:50+00,
e,663014578,2784ccb2_20250314,f,1,,7,2025-03-14 15:48:35+00,
e,88442187,545854b_20250314,f,1,,7,2025-03-14 15:47:42+00,
e,75240,125e8_20250314,f,1,,7,2025-03-14 15:46:45+00,
e,355715,56d83_20250314,f,1,,7,2025-03-14 15:45:07+00,
e,245699380,ea51334_20250314,f,1,,7,2025-03-14 15:43:16+00,
c,747229808,747229808:202511,t,0,94289839,1,2025-03-14 15:40:11+00,2025-03-14 15:40:11
e,866441922,33a4dac2_20250314,f,1,,7,2025-03-14 15:38:14+00,
e,25072400,17e9310_20250314,t,1,317406155,1,2025-03-14 15:36:38+00,2025-03-14 15:36:38
e,445670170,1a90631a_20250314,f,1,,7,2025-03-14 15:35:11+00,
c,684297629,684297629:202511,t,0,94289630,1,2025-03-14 15:33:06+00,2025-03-14 15:33:06
e,394635888,1785aa70_20250314,f,1,,7,2025-03-14 15:32:40+00,
e,508015084,1e47b1ec_20250314,f,1,,7,2025-03-14 15:32:37+00,
e,747229808,2c89d270_20250314,f,1,,7,2025-03-14 15:31:17+00,
c,932111677,932111677:202511,t,0,94289483,1,2025-03-14 15:27:58+00,2025-03-14 15:27:58
c,381964931,381964931:202511,t,0,94289418,1,2025-03-14 15:25:43+00,2025-03-14 15:25:43
e,381964931,16c45283_20250314,f,1,,7,2025-03-14 15:24:42+00,
e,259876,3f724_20250314,f,1,,7,2025-03-14 15:23:20+00,
e,290693490,1153a172_20250314,f,1,,7,2025-03-14 15:22:54+00,
e,97321,17c29_20250314,t,1,317405870,1,2025-03-14 15:21:37+00,2025-03-14 15:21:37
e,124934307,77258a3_20250314,f,1,,7,2025-03-14 15:21:17+00,
e,788880354,2f055be2_20250314,f,1,,7,2025-03-14 15:20:57+00,
e,121458,1da72_20250314,t,1,317405843,1,2025-03-14 15:20:15+00,2025-03-14 15:20:15
e,225463679,d704d7f_20250314,f,1,,7,2025-03-14 15:18:57+00,
e,443038441,1a683ae9_20250314,f,1,,7,2025-03-14 15:17:14+00,
e,622098657,251478e1_20250314,f,1,,7,2025-03-14 15:15:19+00,
e,157357957,9611785_20250314,f,1,,7,2025-03-14 15:15:14+00,
e,460416399,1b71658f_20250314,f,1,,7,2025-03-14 15:13:14+00,
e,479744542,1c98521e_20250314,f,1,,7,2025-03-14 15:12:23+00,
e,228625,37d11_20250314,f,1,,7,2025-03-14 15:11:49+00,
e,94734527,5a588bf_20250314,f,1,,7,2025-03-14 15:08:59+00,
e,998033144,3b7cc6f8_20250314,f,1,,7,2025-03-14 15:08:57+00,
c,711723855,711723855:202511,t,0,94288925,1,2025-03-14 15:08:37+00,2025-03-14 15:08:37
e,473884106,1c3ee5ca_20250314,f,1,,7,2025-03-14 15:06:58+00,
c,573376815,573376815:202511,t,0,94288867,1,2025-03-14 15:06:39+00,2025-03-14 15:06:39
e,296743,48727_20250314,f,1,,7,2025-03-14 15:05:08+00,
e,79876745,4c2d289_20250314,f,1,,7,2025-03-14 15:04:14+00,
e,1694331,19da7b_20250314,f,1,,7,2025-03-14 15:01:27+00,
e,512214950,1e87c7a6_20250314,t,1,317405442,1,2025-03-14 15:01:26+00,2025-03-14 15:01:26
e,18844329,11f8aa9_20250314,f,1,,7,2025-03-14 15:01:20+00,
e,573376815,222d092f_20250314,f,1,,7,2025-03-14 15:00:48+00,
e,121794150,7426e66_20250314,f,1,,7,2025-03-14 14:59:44+00,
e,958038518,391a81f6_20250314,f,1,,7,2025-03-14 14:59:15+00,
e,22295916,154356c_20250314,f,1,,7,2025-03-14 14:56:11+00,
e,684297629,28c98d9d_20250314,f,1,,7,2025-03-14 14:55:45+00,
e,157875612,968fd9c_20250314,f,1,,7,2025-03-14 14:55:11+00,
c,265410304,265410304:202511,t,0,94288505,1,2025-03-14 14:54:29+00,2025-03-14 14:54:29
e,265410304,fd1d700_20250314,f,1,,7,2025-03-14 14:53:59+00,
c,556002465,556002465:202511,t,0,94288445,1,2025-03-14 14:52:26+00,2025-03-14 14:52:26
e,55884495,354bacf_20250314,f,1,,7,2025-03-14 14:52:22+00,
c,925892284,925892284:202511,t,0,94288414,1,2025-03-14 14:51:26+00,2025-03-14 14:51:26
e,556002465,2123eca1_20250314,f,1,,7,2025-03-14 14:50:32+00,
e,913645043,36751df3_20250314,f,1,,7,2025-03-14 14:50:29+00,
c,913645043,913645043:202511,t,0,94288383,1,2025-03-14 14:50:24+00,2025-03-14 14:50:24
e,925892284,372ffebc_20250314,f,1,,7,2025-03-14 14:48:38+00,
e,917486930,36afbd52_20250314,f,1,,7,2025-03-14 14:47:35+00,
e,411213399,18829e57_20250314,f,1,,7,2025-03-14 14:45:07+00,
c,928143545,928143545:202511,t,0,94288151,1,2025-03-14 14:42:22+00,2025-03-14 14:42:22
e,46354777,2c35159_20250314,f,1,,7,2025-03-14 14:41:48+00,
e,64148998,3d2d606_20250314,f,1,,7,2025-03-14 14:40:55+00,
e,459358124,1b613fac_20250314,f,1,,7,2025-03-14 14:37:06+00,
e,928143545,375258b9_20250314,f,1,,7,2025-03-14 14:36:36+00,
e,570327145,21fe8069_20250314,f,1,,7,2025-03-14 14:35:17+00,
e,131492421,7d66a45_20250314,f,1,,7,2025-03-14 14:35:03+00,
e,422424519,192dafc7_20250314,f,1,,7,2025-03-14 14:33:26+00,
e,909603442,36377272_20250314,f,1,,7,2025-03-14 14:30:19+00,
e,675723121,2846b771_20250314,f,1,,7,2025-03-14 14:28:04+00,
e,81505838,4dbae2e_20250314,f,1,,7,2025-03-14 14:27:04+00,
c,226059,226059:202511,t,0,94287722,1,2025-03-14 14:26:55+00,2025-03-14 14:26:55
c,1948375,1948375:202511,t,0,94287718,1,2025-03-14 14:26:45+00,2025-03-14 14:26:45
e,67782,108c6_20250314,f,1,,7,2025-03-14 14:25:18+00,
e,80850,13bd2_20250314,f,1,,7,2025-03-14 14:24:44+00,
e,582441187,22b758e3_20250314,f,1,,7,2025-03-14 14:22:46+00,
e,800628566,2fb89f56_20250314,f,1,,7,2025-03-14 14:17:24+00,
c,267078078,267078078:202511,t,0,94287441,1,2025-03-14 14:17:11+00,2025-03-14 14:17:11
e,939830586,3804ad3a_20250314,f,1,,7,2025-03-14 14:16:15+00,
e,366408998,15d6f526_20250314,f,1,,7,2025-03-14 14:13:01+00,
c,409067427,409067427:202511,t,0,94287225,1,2025-03-14 14:09:35+00,2025-03-14 14:09:35
e,270609371,10212bdb_20250314,f,1,,7,2025-03-14 14:07:21+00,
e,893557385,35429a89_20250314,f,1,,7,2025-03-14 14:07:01+00,
e,409067427,1861dfa3_20250314,f,1,,7,2025-03-14 14:06:11+00,
e,957056683,390b86ab_20250314,f,1,,7,2025-03-14 14:04:28+00,
e,186590,2d8de_20250314,f,1,,7,2025-03-14 14:01:39+00,
e,291383449,115e2899_20250314,f,1,,7,2025-03-14 14:00:37+00,
e,105826,19d62_20250314,t,1,317404032,1,2025-03-14 13:52:38+00,2025-03-14 13:52:38
e,76242089,48b5ca9_20250314,f,1,,7,2025-03-14 13:50:49+00,
