challenge_id,user_id,specifier,is_complete,current_step_count,completed_blocknumber,amount,created_at,completed_at
e,391439386,1754e41a_20250324,f,1,,7,2025-03-24 21:58:54+00,
e,674466799,28338bef_20250324,t,1,317809892,1,2025-03-24 21:57:31+00,2025-03-24 21:57:31
e,378729142,1692f2b6_20250324,f,1,,7,2025-03-24 21:54:36+00,
e,461201677,1b7d610d_20250324,f,1,,7,2025-03-24 21:50:50+00,
e,89210,15c7a_20250324,f,1,,7,2025-03-24 21:50:40+00,
e,712045723,2a70f49b_20250324,f,1,,7,2025-03-24 21:50:10+00,
e,189284421,b484045_20250324,f,1,,7,2025-03-24 21:49:21+00,
e,717667171,2ac6bb63_20250324,f,4,,7,2025-03-24 21:40:23+00,
e,423410003,193cb953_20250324,f,1,,7,2025-03-24 21:39:12+00,
e,123273,1e189_20250324,t,1,317809298,1,2025-03-24 21:39:11+00,2025-03-24 21:39:11
e,97882366,5d590fe_20250324,f,2,,7,2025-03-24 21:35:58+00,
e,4411,113b_20250324,f,1,,7,2025-03-24 21:35:13+00,
e,465582905,1bc03b39_20250324,f,1,,7,2025-03-24 21:34:07+00,
e,345517542,14982de6_20250324,f,1,,7,2025-03-24 21:30:28+00,
e,354640,56950_20250324,t,1,317808990,1,2025-03-24 21:29:31+00,2025-03-24 21:29:31
e,431396108,19b6950c_20250324,f,1,,7,2025-03-24 21:28:53+00,
e,477585927,1c776207_20250324,f,1,,7,2025-03-24 21:24:25+00,
e,533418413,1fcb51ad_20250324,f,1,,7,2025-03-24 21:23:23+00,
e,16564,40b4_20250324,f,1,,7,2025-03-24 21:21:10+00,
e,35342,8a0e_20250324,f,1,,7,2025-03-24 21:19:47+00,
e,211618773,c9d0bd5_20250324,f,2,,7,2025-03-24 21:18:48+00,
e,846060415,326ddb7f_20250324,f,1,,7,2025-03-24 21:18:31+00,
e,346318789,14a467c5_20250324,f,1,,7,2025-03-24 21:18:18+00,
e,292087216,1168e5b0_20250324,f,1,,7,2025-03-24 21:16:48+00,
e,357423444,154dd954_20250324,f,1,,7,2025-03-24 21:13:48+00,
e,495076300,1d8243cc_20250324,f,1,,7,2025-03-24 21:09:51+00,
e,546854680,20985718_20250324,f,1,,7,2025-03-24 21:06:45+00,
e,200140,30dcc_20250324,t,1,317808262,1,2025-03-24 21:06:27+00,2025-03-24 21:06:27
e,322937,4ed79_20250324,t,1,317808216,1,2025-03-24 21:04:54+00,2025-03-24 21:04:54
e,45450538,2b5852a_20250324,f,2,,7,2025-03-24 21:04:35+00,
e,510936368,1e744530_20250324,f,1,,7,2025-03-24 21:03:23+00,
e,323,143_20250324,f,1,,7,2025-03-24 21:01:45+00,
e,343294,53cfe_20250324,f,3,,7,2025-03-24 21:01:41+00,
e,182428,2c89c_20250324,f,3,,7,2025-03-24 21:00:42+00,
e,755263,b863f_20250324,f,1,,7,2025-03-24 20:53:36+00,
e,311106,4bf42_20250324,f,2,,7,2025-03-24 20:48:11+00,
e,21012579,140a063_20250324,f,1,,7,2025-03-24 20:45:47+00,
e,36768,8fa0_20250324,f,2,,7,2025-03-24 20:45:45+00,
e,35925,8c55_20250324,f,3,,7,2025-03-24 20:39:43+00,
e,420355238,190e1ca6_20250324,f,1,,7,2025-03-24 20:39:36+00,
e,445652841,1a901f69_20250324,f,1,,7,2025-03-24 20:36:32+00,
e,46506361,2c5a179_20250324,f,1,,7,2025-03-24 20:29:00+00,
e,877562819,344e8bc3_20250324,f,1,,7,2025-03-24 20:28:50+00,
e,119319223,71caab7_20250324,f,3,,7,2025-03-24 20:19:49+00,
e,55086,d72e_20250324,f,3,,7,2025-03-24 20:19:35+00,
e,329239924,139fcd74_20250324,f,1,,7,2025-03-24 20:18:24+00,
e,78995,13493_20250324,f,1,,7,2025-03-24 20:16:36+00,
e,528372079,1f7e516f_20250324,t,1,317806537,1,2025-03-24 20:10:55+00,2025-03-24 20:10:55
e,128006,1f406_20250324,f,2,,7,2025-03-24 20:07:44+00,
e,154856,25ce8_20250324,f,1,,7,2025-03-24 20:07:07+00,
e,948495251,3888e393_20250324,f,1,,7,2025-03-24 20:07:05+00,
e,382145,5d4c1_20250324,f,1,,7,2025-03-24 20:01:30+00,
e,1645471,191b9f_20250324,f,1,,7,2025-03-24 20:00:14+00,
e,495080022,1d825256_20250324,f,1,,7,2025-03-24 19:59:56+00,
e,658799981,27447d6d_20250324,f,3,,7,2025-03-24 19:59:40+00,
e,396106,60b4a_20250324,f,1,,7,2025-03-24 19:56:46+00,
e,683591524,28bec764_20250324,f,1,,7,2025-03-24 19:56:41+00,
e,2038081,1f1941_20250324,t,1,317806068,1,2025-03-24 19:56:37+00,2025-03-24 19:56:37
e,791684746,2f30268a_20250324,f,2,,7,2025-03-24 19:56:17+00,
e,877633721,344fa0b9_20250324,f,1,,7,2025-03-24 19:52:39+00,
e,119346449,71d1511_20250324,f,1,,7,2025-03-24 19:52:23+00,
e,263177662,fafc5be_20250324,f,1,,7,2025-03-24 19:48:35+00,
e,495055766,1d81f396_20250324,f,1,,7,2025-03-24 19:46:20+00,
e,431903005,19be511d_20250324,f,1,,7,2025-03-24 19:44:49+00,
e,254143401,f25eba9_20250324,t,1,317805588,1,2025-03-24 19:41:48+00,2025-03-24 19:41:48
e,266742592,fe62b40_20250324,f,1,,7,2025-03-24 19:41:15+00,
e,52859126,32690f6_20250324,f,3,,7,2025-03-24 19:41:12+00,
e,653911198,26f9e49e_20250324,f,1,,7,2025-03-24 19:39:57+00,
e,804059123,2fecf7f3_20250324,f,1,,7,2025-03-24 19:38:47+00,
e,1038955,fda6b_20250324,f,1,,7,2025-03-24 19:35:41+00,
e,950485788,38a7431c_20250324,f,1,,7,2025-03-24 19:34:35+00,
e,1660715,19572b_20250324,f,1,,7,2025-03-24 19:34:34+00,
e,395640,60978_20250324,f,2,,7,2025-03-24 19:31:25+00,
e,647322940,26955d3c_20250324,f,2,,7,2025-03-24 19:26:49+00,
e,364447,58f9f_20250324,t,1,317805099,1,2025-03-24 19:26:46+00,2025-03-24 19:26:46
e,167217,28d31_20250324,f,1,,7,2025-03-24 19:26:31+00,
e,370771,5a853_20250324,f,1,,7,2025-03-24 19:25:55+00,
e,50516,c554_20250324,f,1,,7,2025-03-24 19:25:38+00,
e,371827,5ac73_20250324,f,3,,7,2025-03-24 19:24:11+00,
e,521038659,1f0e6b43_20250324,f,1,,7,2025-03-24 19:23:43+00,
e,348810732,14ca6dec_20250324,f,1,,7,2025-03-24 19:23:24+00,
e,686572682,28ec448a_20250324,f,1,,7,2025-03-24 19:21:27+00,
e,32067,7d43_20250324,f,1,,7,2025-03-24 19:20:04+00,
e,636004768,25e8a9a0_20250324,f,1,,7,2025-03-24 19:18:49+00,
e,97873,17e51_20250324,f,1,,7,2025-03-24 19:17:51+00,
e,806425489,30111391_20250324,f,1,,7,2025-03-24 19:15:39+00,
e,158334948,96fffe4_20250324,f,1,,7,2025-03-24 19:14:46+00,
e,89655,15e37_20250324,f,1,,7,2025-03-24 19:14:12+00,
e,265097712,fcd11f0_20250324,f,1,,7,2025-03-24 19:13:23+00,
e,1863441,1c6f11_20250324,f,2,,7,2025-03-24 19:12:50+00,
e,418975716,18f90fe4_20250324,t,1,317804596,1,2025-03-24 19:10:53+00,2025-03-24 19:10:53
e,884257972,34b4b4b4_20250324,f,1,,7,2025-03-24 19:07:50+00,
e,918,396_20250324,f,2,,7,2025-03-24 19:07:11+00,
e,762794415,2d7751af_20250324,f,1,,7,2025-03-24 19:04:00+00,
e,102997436,6239dbc_20250324,f,1,,7,2025-03-24 18:57:34+00,
e,18453447,11993c7_20250324,f,1,,7,2025-03-24 18:54:27+00,
e,18872025,11ff6d9_20250324,t,1,317804027,1,2025-03-24 18:53:57+00,2025-03-24 18:53:57
e,619389918,24eb23de_20250324,f,2,,7,2025-03-24 18:51:11+00,
e,958204294,391d0986_20250324,f,1,,7,2025-03-24 18:50:51+00,
e,995767,f31b7_20250324,t,1,317803816,1,2025-03-24 18:47:44+00,2025-03-24 18:47:44
e,769574673,2ddec711_20250324,f,1,,7,2025-03-24 18:42:00+00,
e,378985542,1696dc46_20250324,f,1,,7,2025-03-24 18:41:23+00,
e,743566277,2c51ebc5_20250324,f,1,,7,2025-03-24 18:41:07+00,
e,4911389,4af11d_20250324,f,1,,7,2025-03-24 18:40:26+00,
e,377878,5c416_20250324,f,2,,7,2025-03-24 18:34:31+00,
e,492141064,1d557a08_20250324,f,1,,7,2025-03-24 18:32:31+00,
e,898433730,358d02c2_20250324,f,2,,7,2025-03-24 18:31:27+00,
e,361199886,1587790e_20250324,f,1,,7,2025-03-24 18:29:22+00,
e,104855576,63ff818_20250324,f,1,,7,2025-03-24 18:28:07+00,
e,1812000,1ba620_20250324,f,1,,7,2025-03-24 18:25:06+00,
e,125474,1ea22_20250324,f,1,,7,2025-03-24 18:22:09+00,
e,855487588,32fdb464_20250324,f,1,,7,2025-03-24 18:21:23+00,
e,10238,27fe_20250324,t,1,317802957,1,2025-03-24 18:20:59+00,2025-03-24 18:20:59
e,520167688,1f012108_20250324,f,1,,7,2025-03-24 18:19:11+00,
e,752657220,2cdca344_20250324,f,1,,7,2025-03-24 18:12:37+00,
e,393844379,1779969b_20250324,f,1,,7,2025-03-24 18:10:38+00,
e,27059706,19ce5fa_20250324,f,1,,7,2025-03-24 18:10:31+00,
e,814094505,308618a9_20250324,f,1,,7,2025-03-24 18:09:12+00,
e,957818173,3917253d_20250324,f,1,,7,2025-03-24 18:08:54+00,
e,200024507,bec21bb_20250324,f,1,,7,2025-03-24 18:05:13+00,
e,602223786,23e534aa_20250324,f,1,,7,2025-03-24 17:57:16+00,
e,645202292,26750174_20250324,t,1,317801985,1,2025-03-24 17:53:23+00,2025-03-24 17:53:23
e,125737,1eb29_20250324,t,1,317801975,1,2025-03-24 17:52:55+00,2025-03-24 17:52:55
e,593598394,236197ba_20250324,f,2,,7,2025-03-24 17:51:52+00,
e,748992073,2ca4b649_20250324,f,1,,7,2025-03-24 17:51:52+00,
e,401883768,17f44278_20250324,f,1,,7,2025-03-24 17:49:56+00,
e,959674876,393379fc_20250324,f,2,,7,2025-03-24 17:48:44+00,
e,2029574,1ef806_20250324,t,1,317801827,1,2025-03-24 17:48:39+00,2025-03-24 17:48:39
e,147174800,8c5b590_20250324,f,1,,7,2025-03-24 17:48:37+00,
e,571339009,220df101_20250324,f,1,,7,2025-03-24 17:47:00+00,
e,7735767,7609d7_20250324,f,1,,7,2025-03-24 17:45:52+00,
e,495156258,1d837c22_20250324,f,2,,7,2025-03-24 17:45:03+00,
e,923560301,370c696d_20250324,f,1,,7,2025-03-24 17:43:54+00,
e,218522644,d066414_20250324,f,1,,7,2025-03-24 17:37:54+00,
e,42797690,28d0a7a_20250324,f,1,,7,2025-03-24 17:37:15+00,
e,948976367,38903aef_20250324,f,1,,7,2025-03-24 17:35:39+00,
e,207622,32b06_20250324,f,2,,7,2025-03-24 17:34:30+00,
e,38792,9788_20250324,f,1,,7,2025-03-24 17:32:07+00,
e,432118262,19c199f6_20250324,f,1,,7,2025-03-24 17:31:38+00,
e,57380,e024_20250324,f,2,,7,2025-03-24 17:27:41+00,
e,176271342,a81afee_20250324,f,1,,7,2025-03-24 17:27:19+00,
e,1422117,15b325_20250324,f,3,,7,2025-03-24 17:26:27+00,
e,176022,2af96_20250324,f,3,,7,2025-03-24 17:25:39+00,
e,925892284,372ffebc_20250324,t,1,317800996,1,2025-03-24 17:23:13+00,2025-03-24 17:23:13
e,97654,17d76_20250324,f,3,,7,2025-03-24 17:23:03+00,
e,311591173,12928105_20250324,f,1,,7,2025-03-24 17:21:50+00,
e,470165125,1c062685_20250324,t,1,317800822,1,2025-03-24 17:17:50+00,2025-03-24 17:17:50
e,707265359,2a28034f_20250324,t,1,317800784,1,2025-03-24 17:16:21+00,2025-03-24 17:16:21
e,448121166,1ab5c94e_20250324,f,1,,7,2025-03-24 17:13:41+00,
e,684098201,28c68299_20250324,f,1,,7,2025-03-24 17:13:40+00,
e,449202631,1ac649c7_20250324,f,1,,7,2025-03-24 17:05:23+00,
e,357010,57292_20250324,f,2,,7,2025-03-24 17:01:45+00,
e,133552,209b0_20250324,f,1,,7,2025-03-24 17:00:38+00,
e,954019364,38dd2e24_20250324,f,3,,7,2025-03-24 17:00:00+00,
e,404814,62d4e_20250324,f,1,,7,2025-03-24 16:57:00+00,
e,224862,36e5e_20250324,f,1,,7,2025-03-24 16:56:47+00,
e,675837358,284875ae_20250324,t,1,317800113,1,2025-03-24 16:55:46+00,2025-03-24 16:55:46
e,201891,314a3_20250324,f,2,,7,2025-03-24 16:54:45+00,
e,320009,4e209_20250324,f,1,,7,2025-03-24 16:49:47+00,
e,836510399,31dc22bf_20250324,f,1,,7,2025-03-24 16:49:23+00,
e,584066937,22d02779_20250324,f,3,,7,2025-03-24 16:46:06+00,
e,51,33_20250324,f,4,,7,2025-03-24 16:43:13+00,
e,905818001,35fdaf91_20250324,f,1,,7,2025-03-24 16:41:43+00,
e,964935626,3983bfca_20250324,f,1,,7,2025-03-24 16:39:15+00,
e,25969118,18c41de_20250324,f,2,,7,2025-03-24 16:35:35+00,
e,273861549,1052cbad_20250324,f,1,,7,2025-03-24 16:34:56+00,
e,306077,4ab9d_20250324,f,1,,7,2025-03-24 16:34:31+00,
e,771289202,2df8f072_20250324,f,1,,7,2025-03-24 16:31:43+00,
e,641102412,2636724c_20250324,f,1,,7,2025-03-24 16:31:06+00,
e,279521,443e1_20250324,f,1,,7,2025-03-24 16:29:20+00,
e,630908598,259ae6b6_20250324,f,1,,7,2025-03-24 16:27:26+00,
e,938969568,37f789e0_20250324,f,1,,7,2025-03-24 16:26:07+00,
e,43659,aa8b_20250324,f,1,,7,2025-03-24 16:24:12+00,
e,3161,c59_20250324,f,1,,7,2025-03-24 16:23:57+00,
e,62523,f43b_20250324,f,1,,7,2025-03-24 16:18:56+00,
e,53865,d269_20250324,f,1,,7,2025-03-24 16:16:04+00,
e,371194,5a9fa_20250324,f,1,,7,2025-03-24 16:16:01+00,
e,266223290,fde3eba_20250324,f,1,,7,2025-03-24 16:12:38+00,
e,102143,18eff_20250324,t,1,317798430,1,2025-03-24 16:04:50+00,2025-03-24 16:04:50
e,144997,23665_20250324,f,2,,7,2025-03-24 16:02:36+00,
e,111716,1b464_20250324,f,2,,7,2025-03-24 16:02:30+00,
e,346386362,14a56fba_20250324,f,4,,7,2025-03-24 16:02:21+00,
e,314459,4cc5b_20250324,t,1,317798283,1,2025-03-24 16:00:31+00,2025-03-24 16:00:31
e,380204,5cd2c_20250324,f,2,,7,2025-03-24 15:58:12+00,
e,352987,562db_20250324,f,1,,7,2025-03-24 15:51:46+00,
e,984855557,3ab3b405_20250324,f,3,,7,2025-03-24 15:50:19+00,
e,102536687,61c95ef_20250324,f,1,,7,2025-03-24 15:48:34+00,
e,317847,4d997_20250324,t,1,317797822,1,2025-03-24 15:46:57+00,2025-03-24 15:46:57
e,298471,48de7_20250324,f,2,,7,2025-03-24 15:46:35+00,
e,38331339,248e3cb_20250324,f,1,,7,2025-03-24 15:46:01+00,
e,2072,818_20250324,f,1,,7,2025-03-24 15:38:06+00,
e,165161,28529_20250324,f,1,,7,2025-03-24 15:31:36+00,
e,950652908,38a9cfec_20250324,f,1,,7,2025-03-24 15:29:37+00,
e,823446,c9096_20250324,t,1,317796962,1,2025-03-24 15:21:42+00,2025-03-24 15:21:42
e,588567734,2314d4b6_20250324,f,2,,7,2025-03-24 15:21:13+00,
e,190321,2e771_20250324,f,1,,7,2025-03-24 15:20:09+00,
e,316294419,12da4513_20250324,f,1,,7,2025-03-24 15:20:09+00,
e,374181930,164d902a_20250324,f,1,,7,2025-03-24 15:18:35+00,
e,705029885,2a05e6fd_20250324,f,1,,7,2025-03-24 15:17:55+00,
e,796658488,2f7c0b38_20250324,f,1,,7,2025-03-24 15:12:46+00,
e,43899,ab7b_20250324,t,1,317796459,1,2025-03-24 15:06:52+00,2025-03-24 15:06:52
e,328515474,1394bf92_20250324,f,1,,7,2025-03-24 15:06:38+00,
e,771257648,2df87530_20250324,f,1,,7,2025-03-24 15:05:02+00,
e,227551098,d90277a_20250324,t,1,317796193,1,2025-03-24 14:58:57+00,2025-03-24 14:58:57
e,95239154,5ad3bf2_20250324,t,1,317796000,1,2025-03-24 14:53:01+00,2025-03-24 14:53:01
e,17806,458e_20250324,f,1,,7,2025-03-24 14:49:16+00,
e,920594899,36df29d3_20250324,f,1,,7,2025-03-24 14:47:40+00,
e,208419744,c6c3ba0_20250324,f,1,,7,2025-03-24 14:44:05+00,
e,191728465,b6d8b51_20250324,f,1,,7,2025-03-24 14:42:15+00,
e,381909,5d3d5_20250324,f,1,,7,2025-03-24 14:41:21+00,
e,87335,15527_20250324,f,1,,7,2025-03-24 14:39:16+00,
e,17487378,10ad612_20250324,f,1,,7,2025-03-24 14:35:43+00,
e,30495544,1d15338_20250324,f,1,,7,2025-03-24 14:35:40+00,
e,790041144,2f171238_20250324,f,1,,7,2025-03-24 14:25:54+00,
e,503929090,1e095902_20250324,f,2,,7,2025-03-24 14:17:59+00,
e,582884429,22be1c4d_20250324,f,1,,7,2025-03-24 14:13:08+00,
e,962165124,39597984_20250324,f,1,,7,2025-03-24 14:10:03+00,
e,137443792,83139d0_20250324,f,1,,7,2025-03-24 14:09:29+00,
e,339449,52df9_20250324,f,1,,7,2025-03-24 14:09:23+00,
e,841189684,32238934_20250324,f,1,,7,2025-03-24 14:06:24+00,
e,168164374,a05fc16_20250324,f,1,,7,2025-03-24 14:03:20+00,
e,1691428,19cf24_20250324,f,1,,7,2025-03-24 14:01:14+00,
e,88483869,546281d_20250324,f,3,,7,2025-03-24 14:00:32+00,
e,813339094,307a91d6_20250324,f,1,,7,2025-03-24 13:59:36+00,
e,2011566,1eb1ae_20250324,f,1,,7,2025-03-24 13:58:43+00,
e,660858794,2763e7aa_20250324,f,1,,7,2025-03-24 13:56:04+00,
e,2011531,1eb18b_20250324,f,1,,7,2025-03-24 13:55:02+00,
e,2011528,1eb188_20250324,f,1,,7,2025-03-24 13:50:04+00,
e,418782848,18f61e80_20250324,f,1,,7,2025-03-24 13:48:50+00,
e,1966859,1e030b_20250324,f,1,,7,2025-03-24 13:47:51+00,
e,1689085,19c5fd_20250324,f,1,,7,2025-03-24 13:44:29+00,
e,188933,2e205_20250324,f,1,,7,2025-03-24 13:41:44+00,
e,825139635,312ea1b3_20250324,f,1,,7,2025-03-24 13:41:14+00,
e,384670,5de9e_20250324,t,1,317793592,1,2025-03-24 13:39:05+00,2025-03-24 13:39:05
e,956250,e975a_20250324,f,1,,7,2025-03-24 13:38:06+00,
e,342747155,146de813_20250324,f,1,,7,2025-03-24 13:35:33+00,
e,975830878,3a29ff5e_20250324,f,1,,7,2025-03-24 13:32:06+00,
e,180188,2bfdc_20250324,t,1,317793269,1,2025-03-24 13:29:37+00,2025-03-24 13:29:37
e,608716320,24484620_20250324,f,1,,7,2025-03-24 13:26:28+00,
e,186910851,b240883_20250324,f,1,,7,2025-03-24 13:26:20+00,
e,353898,5666a_20250324,t,1,317793080,1,2025-03-24 13:24:12+00,2025-03-24 13:24:12
e,14042,36da_20250324,f,1,,7,2025-03-24 13:23:28+00,
e,306490,4ad3a_20250324,t,1,317792904,1,2025-03-24 13:19:02+00,2025-03-24 13:19:02
e,140415529,85e9229_20250324,f,1,,7,2025-03-24 13:17:52+00,
e,64265,fb09_20250324,f,1,,7,2025-03-24 13:17:44+00,
e,239333100,e43eeec_20250324,f,1,,7,2025-03-24 13:09:09+00,
e,124619086,76d894e_20250324,f,1,,7,2025-03-24 13:05:30+00,
e,6709621,666175_20250324,f,4,,7,2025-03-24 13:04:24+00,
e,685395537,28da4e51_20250324,f,1,,7,2025-03-24 13:01:10+00,
e,46219341,2c1404d_20250324,f,1,,7,2025-03-24 12:53:54+00,
e,783861775,2eb8c80f_20250324,f,1,,7,2025-03-24 12:53:19+00,
e,185737469,b1220fd_20250324,f,1,,7,2025-03-24 12:49:01+00,
e,50447421,301c43d_20250324,f,1,,7,2025-03-24 12:46:28+00,
e,639420660,261cc8f4_20250324,f,2,,7,2025-03-24 12:45:37+00,
e,312100230,129a4586_20250324,f,1,,7,2025-03-24 12:42:45+00,
e,12615893,c080d5_20250324,f,2,,7,2025-03-24 12:41:28+00,
e,904885,dceb5_20250324,f,1,,7,2025-03-24 12:37:08+00,
e,106563192,65a0678_20250324,f,1,,7,2025-03-24 12:34:07+00,
e,798456269,2f9779cd_20250324,f,1,,7,2025-03-24 12:32:50+00,
e,67986272,40d6360_20250324,f,1,,7,2025-03-24 12:32:21+00,
e,67310008,40311b8_20250324,f,3,,7,2025-03-24 12:32:02+00,
e,534431845,1fdac865_20250324,f,1,,7,2025-03-24 12:24:32+00,
e,845451,ce68b_20250324,t,1,317791020,1,2025-03-24 12:20:41+00,2025-03-24 12:20:41
e,329869,5088d_20250324,f,1,,7,2025-03-24 12:18:59+00,
e,322529936,13396a90_20250324,f,1,,7,2025-03-24 12:18:55+00,
e,70985084,43b257c_20250324,f,1,,7,2025-03-24 12:16:26+00,
e,415165487,18beec2f_20250324,t,1,317790887,1,2025-03-24 12:16:14+00,2025-03-24 12:16:14
e,14811,39db_20250324,f,1,,7,2025-03-24 12:13:42+00,
e,232549811,ddc6db3_20250324,f,1,,7,2025-03-24 12:11:47+00,
e,78413,1324d_20250324,f,1,,7,2025-03-24 12:11:35+00,
e,969012944,39c1f6d0_20250324,f,1,,7,2025-03-24 12:09:47+00,
e,509367677,1e5c557d_20250324,f,1,,7,2025-03-24 12:06:15+00,
e,581009120,22a17ee0_20250324,f,1,,7,2025-03-24 12:04:46+00,
e,586752330,22f9214a_20250324,f,2,,7,2025-03-24 12:03:05+00,
e,68563,10bd3_20250324,f,1,,7,2025-03-24 12:02:34+00,
e,942614291,382f2713_20250324,f,1,,7,2025-03-24 11:56:28+00,
e,394450,604d2_20250324,f,3,,7,2025-03-24 11:44:20+00,
e,95613062,5b2f086_20250324,f,1,,7,2025-03-24 11:37:08+00,
e,725068996,2b37acc4_20250324,f,1,,7,2025-03-24 11:35:34+00,
e,578586665,227c8829_20250324,f,1,,7,2025-03-24 11:29:35+00,
e,398770396,17c4c0dc_20250324,t,1,317789335,1,2025-03-24 11:28:59+00,2025-03-24 11:28:59
e,114402,1bee2_20250324,t,1,317789283,1,2025-03-24 11:27:24+00,2025-03-24 11:27:24
e,693902423,295c1c57_20250324,f,1,,7,2025-03-24 11:23:19+00,
e,86597820,52960bc_20250324,f,1,,7,2025-03-24 11:17:07+00,
e,398805,615d5_20250324,f,2,,7,2025-03-24 11:16:30+00,
e,236048,39a10_20250324,t,1,317788824,1,2025-03-24 11:12:24+00,2025-03-24 11:12:24
e,1935500,1d888c_20250324,f,1,,7,2025-03-24 11:11:11+00,
e,289870826,114713ea_20250324,f,1,,7,2025-03-24 11:03:32+00,
e,323724,4f08c_20250324,f,3,,7,2025-03-24 10:59:01+00,
e,1967,7af_20250324,t,1,317788130,1,2025-03-24 10:50:12+00,2025-03-24 10:50:12
e,700354860,29be912c_20250324,f,1,,7,2025-03-24 10:48:16+00,
e,276517,43825_20250324,t,1,317787862,1,2025-03-24 10:41:38+00,2025-03-24 10:41:38
e,912922241,366a1681_20250324,f,1,,7,2025-03-24 10:39:04+00,
e,259081518,f71452e_20250324,f,1,,7,2025-03-24 10:37:18+00,
